CreditScore,CreditScore_Normalized,CreditScore_Category_churn,Balance,NumOfProducts,HasCrCard,Exited,Credit_Score,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,income,loan_type_type1,loan_type_type2,loan_type_type3,open_credit,loan_limit,Status,CreditScore_Category_loan
430,0.15999999999999992,Poor,118894.22,1,0,0,564,226500,3.375,-0.0496,3587.5,7560.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,266500,4.051525781059895,0.4871747213159261,3162.039079169014,4020.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,296500,3.5,0.5621,0.0,7920.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,266500,3.75,0.0851,4109.38,3420.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,726500,4.99,0.8356,22037.59,12240.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,4.99,0.7905,3807.81,11460.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,926500,3.125,-0.438,0.0,11979.047904842519,False,False,True,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,2.75,-0.8793,3749.53,9804.450756381322,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,3.125,0.3999,5531.36,2640.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,486500,4.050394874970882,0.48306192830375183,3164.3254482547177,4320.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,416500,3.49,-0.0426,3995.0,4740.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,376500,3.375,-0.3383,1173.57,12300.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,3.99,0.842,4172.79,2460.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,686500,4.035240733378113,0.42795050194062245,3194.962794003161,8340.0,False,False,True,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,296500,3.625,0.0278,7050.0,9180.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,296500,3.5,0.676,9247.8,3900.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,226500,6.0,1.455,2015.0,10980.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,336500,3.875,0.4845,6080.31,5460.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,316500,4.045871250614832,0.466610756255057,3173.470924597537,5520.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,3.625,0.056,7500.16,5160.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,4.375,0.1745,3653.13,3600.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,456500,3.75,0.0865,159.21,6420.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,436500,4.625,1.517,759.88,8640.0,False,True,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,246500,4.066679922652664,0.5422861476790559,3131.401733420571,0.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,4.5,0.7993,3776.25,3300.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,636500,3.625,0.0225,0.0,6480.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,526500,4.0414088465706834,0.45024391421782806,3182.5626954175527,6715.669948835777,False,False,True,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,216500,3.375,0.1573,7663.19,4800.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,336500,5.625,1.455,4976.0,12960.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,596500,4.5,1.2275,11086.68,15840.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,476500,3.25,-0.541,4027.53,9297.520749387308,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,586500,4.75,0.386,0.0,10500.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,436500,4.5,0.7106,1907.73,5400.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,676500,3.875,0.2144,14728.0,7260.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,4.5,0.0227,2370.0249539947126,6840.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,516500,4.121915830855631,0.37335328674714274,3781.735247456495,10620.0,True,False,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,216500,4.25,1.8926,3504.67,5160.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,256500,4.5,0.2759,6547.5,3720.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,3.49,0.0451,4387.5,5160.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,296500,3.75,0.9204,0.0,4311.759908207615,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,416500,3.5,-0.07,2364.8,5280.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,296500,4.066679922652664,0.5422861476790559,3131.401733420571,0.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,4.0508472374064874,0.48470704550862154,3163.4109006204358,4200.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,556500,4.044514163308017,0.4616754046404483,3176.214567500382,5880.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,436500,4.066679922652664,0.5422861476790559,3131.401733420571,0.0,False,False,True,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,886500,3.99,0.2455,5504.6,13980.0,True,False,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,4.125,0.2208,1938.75,9000.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,4.25,0.3453,2900.0,3900.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,4.875,1.392,2770.0,7260.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,386500,4.0,0.1724,0.0,6180.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,436500,3.625,-0.173,0.0,5100.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,576500,3.875,0.152,1100.0,12480.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,566500,4.25,0.886,6101.62,12360.0,False,True,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,336500,4.125,0.0229,0.0,16980.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,4.057858855158366,0.5102063621840998,3149.235412289067,2340.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,466500,3.75,0.2558,6946.5,6900.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,246500,4.019181866914134,0.36954884116775366,3227.4292350201667,12600.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,546500,3.99,0.1736,4000.0,19080.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,246500,4.054013774455723,0.4962228659427086,3157.009067180463,3360.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,4.99,1.023,790.0,6720.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,886500,4.116713662846173,0.3544344388911429,3792.252545250736,12000.0,True,False,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,586500,3.375,0.5812,0.0,5023.2944818771875,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,356500,3.625,-0.1475,0.0,4800.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,3.625,0.6289,3871.25,3600.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,306500,4.75,1.1302,7490.0,9720.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,376500,3.625,-0.3236,3115.4,6660.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,396500,3.75,-0.0616,0.0,6540.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,406500,4.027324390755025,0.39916095085540526,3210.967377603093,10440.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,346500,3.99,0.5902,2777.2,4020.0,False,True,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,4.060799210989799,0.5208996240157524,3143.290852666235,1560.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,4.375,0.0998,5683.75,27540.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,196500,4.0508472374064874,0.48470704550862154,3163.4109006204358,4200.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,266500,3.25,-0.5559,403.23,9062.550891559775,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,4.99,1.0562,2190.33,4440.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,166500,4.99,0.5588,119.09,16800.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,256500,4.5,0.7849,212.76,6000.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,406500,3.99,0.3418,5091.36,4980.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,356500,3.75,0.0654,4392.5,9660.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,686500,2.625,-0.5162,10179.38,11220.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,306500,3.75,1.0917,5359.9,14400.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,306500,4.5,0.515,0.0,8100.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,476500,4.0,-0.173,104.44,5280.0,True,False,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,4.99,1.5129,1370.3,1800.0,False,True,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,86500,4.99,1.4978,2372.85,4440.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,86500,4.058989761247378,0.5143191551962736,3146.9490432033626,2040.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,356500,4.0341098272891,0.42383770892844863,3197.2491630888653,8640.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,106500,5.5,1.4709,2900.0,5880.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,3.75,0.0003,546.52,8520.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,476500,3.99,0.5933,11311.88,4800.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,436500,4.125,0.5032,0.0,22500.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,3.875,0.2755,5780.5,8820.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,4.375,-0.0153,795.0,6420.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,3.875,0.4161,3250.0,3960.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,3.875,0.4741,4549.56,6360.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,166500,3.375,0.6035,4652.5,2760.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,316500,3.625,-0.013,7900.0,4500.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,3.375,-0.2674,3081.68,13320.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,186500,3.75,0.5334,6597.5,4620.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,636500,4.5,0.2533,5931.65,7920.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,396500,3.875,0.4776,10666.25,10080.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,196500,4.061477754643207,0.5233672998230561,3141.9190312148116,1380.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,96500,4.04745451913945,0.4723686664721005,3170.2700078775497,5100.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,316500,4.04926396888187,0.47894913529157845,3166.611817340423,4620.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,376500,3.75,-0.0162,239.48,21540.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,456500,4.044966525743622,0.4633205218453176,3175.3000198661002,5760.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,526500,3.0,-0.5011,5156.61,8882.801594051227,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,226500,3.0,-0.0924,3697.078665254952,6840.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,126500,5.25,0.642,2244.4569180035287,9420.0,True,False,False,1,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,566500,3.69,0.0507,2358.36,6900.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,216500,4.5,0.8865,2190.0,7500.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,346500,4.043383257219004,0.4575626116282736,3178.5009365860865,6180.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,56500,4.060573029771996,0.5200770654133171,3143.748126483376,1620.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,376500,3.875,0.4562,5000.0,9780.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,416500,4.023479310052382,0.3851774546140141,3218.741032494489,11460.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,346500,3.625,0.9943,0.0,3860.646851203698,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,876500,4.1128685821435305,0.34045094264975173,3800.026200142132,13020.0,True,False,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,576500,3.75,0.2218,4887.5,18780.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,416500,3.375,-0.2181,0.0,9600.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,556500,4.035466914595916,0.42877306054305775,3194.50552018602,8280.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,4.5,0.002,0.0,4980.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,786500,3.375,-0.3845,0.0,12140.216638204336,False,False,True,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,3.5,-0.0071,758.18,2040.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,4.028229115626235,0.4024511852651447,3209.1382823345293,10200.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,456500,4.0,0.252,1390.0,13260.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,226500,4.5,1.0994,0.0,5160.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,156500,3.875,0.9363,3500.0,7080.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,906500,4.134808160270375,0.4202391270859245,3755.6706398794613,7200.0,True,False,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,366500,4.125,0.7152,6282.35,5460.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,3.625,0.8628,3983.69,4020.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,396500,4.035240733378113,0.42795050194062245,3194.962794003161,8340.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,806500,3.9486610180188957,-0.2567266027178936,4132.006991386452,56580.0,True,False,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,536500,3.375,-0.4557,922.84,8914.290829991674,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,286500,4.625,0.6199,4741.84,10920.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,306500,4.375,0.1007,3400.0,11280.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,106500,5.74,1.462,2472.1835489997893,7560.0,True,False,False,1,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,66500,4.041799988694386,0.4518047014112305,3181.701853306073,6600.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,386500,4.75,0.262,0.0,7620.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,256500,4.75,0.2155,0.0,8940.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,486500,3.99,0.027,10231.56,5580.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,426500,3.99,0.3937,3362.0,8220.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,216500,4.0406690826053735,0.44769190839905626,3183.988222391778,6900.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,616500,4.125,0.282,1150.0,12000.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,4.049942512535277,0.48141681109888257,3165.239995889,4440.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,366500,4.375,0.6191,12050.0,5040.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,246500,4.066679922652664,0.5422861476790559,3131.401733420571,0.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,306500,4.25,0.5659,3025.0,6420.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,3.99,0.5949,0.0,10560.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,3.75,0.0404,0.0,4560.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,676500,4.375,0.037,0.0,16380.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,226500,3.875,0.2475,283.69,2760.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,616500,4.75,0.8677,6511.56,8220.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,516500,4.375,0.1966,12692.5,6720.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,516500,4.875,1.4801,12215.0,6780.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,606500,3.75,-0.054,4000.0,8220.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,346500,3.375,0.1671,605.68,26100.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,4.75,1.7423,500.23,4500.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,196500,3.5,0.0215,3830.0,1980.0,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,316500,3.0,-0.023,4771.0,7320.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,406500,4.125,0.076,6311.5,6000.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,166500,3.99,1.1074,3665.0,7260.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,286500,4.052656687148907,0.4912875143280999,3159.7527100833086,3720.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,4.059442123682984,0.5159642724011428,3146.0344955690803,1920.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,426500,3.75,0.2938,0.0,7260.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,596500,3.99,0.4802,7163.75,13860.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,286500,3.69,0.1224,4856.4,5340.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,496500,4.375,0.3218,2766.904098094483,7680.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,3.625,0.1077,3818.75,5940.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,396500,4.037276364338336,0.43535352936253524,3190.8473296488924,7800.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,366500,3.75,0.405,12185.0,5160.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,396500,3.99,0.9761,649.64,9300.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,466500,3.125,-0.5452,1624.62,8941.769782305795,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,266500,4.0414088465706834,0.45024391421782806,3182.5626954175527,6715.669948835777,False,False,True,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,366500,4.05107341862429,0.4855296041110564,3162.9536268032953,4140.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,326500,3.99,0.6718,2767.5,24960.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,326500,3.125,-0.5752,1125.63,9012.30810859031,False,False,True,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,246500,3.875,0.9865,0.0,7140.0,False,True,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,116500,5.25,1.3447,2237.66,1920.0,True,False,False,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,416500,4.375,0.9459,4134.5,7620.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,676500,3.49,0.5839,0.0,5178.0906546630395,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,406500,3.883246955014815,-0.1248088788955446,3502.25079912187,48660.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,656500,3.25,-0.353,0.0,11845.1931636117,False,False,True,0,0.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,116500,4.99,0.5095,1442.5,1920.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,86500,4.056727949069353,0.5060935691719255,3151.5217813747718,2640.0,False,True,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,236500,4.151997932823367,0.48275358087096665,3720.9178297767508,2640.0,False,True,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,476500,4.025741122230406,0.3934030406383613,3214.16829432308,10860.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,426500,4.5,0.1156,0.0,5100.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,86500,4.75,1.3426,2850.0,1380.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,206500,5.375,1.0359395319555547,0.0,9793.155438013107,False,True,False,0,0.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,276500,4.032752739982286,0.4189023573138404,3199.992805991711,9000.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,506500,3.5,0.141,15247.5,6360.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,466500,3.25,-0.5001,2231.96,10020.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,446500,3.99,0.5181,7404.45,8700.0,True,False,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,136500,4.0508472374064874,0.48470704550862154,3163.4109006204358,4200.0,True,False,False,0,1.0,1,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,256500,3.375,0.2797,5201.0,9240.0,False,True,False,0,1.0,0,Poor
430,0.15999999999999992,Poor,118894.22,1,0,0,564,486500,3.875,0.087,0.0,10740.0,True,False,False,0,1.0,0,Poor
